,fiscalDateEnding,reportedEPS
0,2024-09-30,-0.56
1,2023-12-31,-0.74
2,2022-12-31,-0.4
3,2021-12-31,-0.66
4,2020-12-31,-0.43
5,2019-12-31,0.15
6,2018-12-31,0.59
7,2017-12-31,-0.93
8,2016-12-31,-1.36
9,2015-12-31,-1.61
10,2014-12-31,-1.1429
11,2013-12-31,-0.8795
12,2012-12-31,-2.2093
13,2011-12-31,-2.6481
14,2010-12-31,-6.5048
15,2009-12-31,-11.6904
16,2008-12-31,-8.9073
17,2007-12-31,-18.3476
